snapshot_date,material_number,region,past_due_amt,past_due_qty
2023-03-27,DTP06-4S-C015,AMER,12851.89,7517
2023-03-27,DTP06-4S-CE02,APAC,2268.72,1600
2023-03-27,DTP06-4S-CE02,AMER,686.33,800
2023-03-27,DTP06-4S-E003,APAC,1527.28,650
2023-03-27,DTP06-4S-E003,EMEA,979.78,604
2023-03-27,DTP06-4S-E003,EMEA,105.98,64
2023-03-27,DTP06-4S-E003,AMER,868.35,700
2023-03-27,DTP06-4S-E004,APAC,1997.45,1100
2023-03-27,DTP06-4S-E004,AMER,38.82,10
2023-03-27,DTP06-4S-EE01,AMER,2250.72,1100
2023-03-27,DTP10-4P,APAC,7570.31,1036
2023-03-27,DTP13-4P,AMER,28178.59,2625
2023-03-27,DTP15-4P,AMER,9708.67,910
2023-03-27,DTP2P-BT-BK,EMEA,103.77,174
2023-03-27,DTP2S-BT,EMEA,8.81,10
2023-03-27,DTP2S-BT,AMER,1917.06,5087
2023-03-27,DTP4P-BT,AMER,220.02,348
2023-03-27,DTP4S-BT,APAC,580.83,1228
2023-03-27,DTSK04-1-08PA,AMER,4441.67,1050
2023-03-27,DTSK04-1-08PB,AMER,6274.34,1330
2023-03-27,DTSK06-1-08SA,AMER,2830.77,500
2023-03-27,DTSK06-1-08SB,AMER,8311.01,1323
2023-03-27,DTV02-18PB,AMER,671.31,192
2023-03-27,DTV06-18SA,AMER,13752.37,1690
2023-03-27,DTV18P-BT-BK,AMER,1313.85,797
2023-03-27,E11880-000,AMER,4191.63,3020
2023-03-27,E17371-000,AMER,10108.8,26000
2023-03-27,E22982-000,EMEA,533.21,600
2023-03-27,ED4096-000,AMER,1349.45,1
2023-03-27,EEC-325X4A,AMER,15.34,1
2023-03-27,EEC-325X4B,AMER,2090.09,501
2023-03-27,EEC-325X4B,AMER,360.08,50
2023-03-27,EEC-5X650A,AMER,23.02,1
2023-03-27,EG3277-000,EMEA,1702.2,438
2023-03-27,EG3278-000,EMEA,15.17,2
2023-03-27,EG8491-000,EMEA,27797.33,432
2023-03-27,EH16446001,EMEA,1544.6,20000
2023-03-27,EL6510-000,EMEA,782.9,4000
2023-03-27,EM4882-000,AMER,856.8,60000
2023-03-27,EM8997-000,EMEA,1076.1,3000
2023-03-27,EN3742-033,AMER,355.49,1000
2023-03-27,EN3742-037,AMER,11091.26,36000
2023-03-27,EN3742-053,AMER,84.02,200
2023-03-27,EN3742-176,AMER,908.65,25
2023-03-27,EN3742-313,AMER,647.64,20
2023-03-27,EN3742-430,AMER,198.04,1200
2023-03-27,EQ02543001,APAC,3044.74,10000
2023-03-27,EQ08473001,EMEA,2559.69,500
2023-03-27,F687753001,EMEA,1758.29,6000
2023-03-27,F75818-000,AMER,580.65,30
2023-03-27,F77600-000,EMEA,2336.17,30000
2023-03-27,HC5730,EMEA,231.1,205
2023-03-27,HC5737,EMEA,496.92,400
2023-03-27,HC5738,AMER,51.38,11
2023-03-27,HC5881,EMEA,90.71,358
2023-03-27,HC5881,AMER,614.32,1050
2023-03-27,HC5883,AMER,1175.62,200
2023-03-27,HC5883,AMER,238.42,60
2023-03-27,HC5884,EMEA,575.81,150
2023-03-27,HC5884,AMER,313.5,50
2023-03-27,HC5884,AMER,493.06,100
2023-03-27,HC5899,EMEA,417.06,100
2023-03-27,HC5899,EMEA,1032.31,300
2023-03-27,HC5899,AMER,2873.49,400
2023-03-27,HC5901,EMEA,1318.6,284
2023-03-27,HC5901,EMEA,4472.84,688
2023-03-27,HC5981,EMEA,50.24,470
2023-03-27,HC5981,EMEA,12.12,100
2023-03-27,HD10-3-96P,APAC,18695.08,8000
2023-03-27,HD10-3-96P,AMER,385.87,250
2023-03-27,HD10-5BT,AMER,210.68,750
2023-03-27,HD10-5BT-BK,AMER,63.3,166
2023-03-27,HD10-6-12P,AMER,1247.07,275
2023-03-27,HD10-6-96P,EMEA,462.86,150
2023-03-27,HD10-6-96P,EMEA,154.29,50
2023-03-27,HD10-6-96P,AMER,6306.05,1599
2023-03-27,HD10-6-96P-N005,AMER,5466.94,660
2023-03-27,HD10-6BT,AMER,706.76,1045
2023-03-27,HD10-6-GKT,AMER,141.16,502
2023-03-27,HD10-9-16P,EMEA,1004.62,357
2023-03-27,HD10-9-1939P,APAC,5996.37,1500
2023-03-27,HD10-9-1939P,AMER,38728.56,6767
2023-03-27,HD10-9-1939P-B022,APAC,2032.36,577
2023-03-27,HD10-9-1939P-B022,EMEA,9870.79,1742
2023-03-27,HD10-9-1939P-B022,AMER,43277.04,9734
2023-03-27,HD10-9-1939P-BP03,AMER,3850.76,282
2023-03-27,HD10-9-1939PE,APAC,214.29,45
2023-03-27,HD10-9-1939PE,EMEA,2847.22,750
2023-03-27,HD10-9-1939PE,APAC,18099.48,5750
2023-03-27,HD10-9-1939PE-B022,AMER,23740.7,5611
2023-03-27,HD10-9-1939PE-P080,AMER,2667.94,750
2023-03-27,HD10-9-1939P-P080,APAC,54.01,10
2023-03-27,HD10-9-1939P-P080,AMER,4723.25,780
2023-03-27,HD10-9-96P,APAC,1675.88,500
2023-03-27,HD10-9-96P,APAC,2621.38,791
2023-03-27,HD10-9-96P,EMEA,2435.33,940
2023-03-27,HD10-9-96P,EMEA,1424.99,470
2023-03-27,HD10-9-96P,AMER,30467.77,8275
2023-03-27,HD10-9-96P-B009,AMER,12007.48,3500
2023-03-27,HD10-9-96P-B025,EMEA,1913.68,400
2023-03-27,HD10-9-96P-B025,AMER,3329.94,630
2023-03-27,HD10-9-96P-BE09,AMER,2304.05,510
2023-03-27,HD10-9-96PE,AMER,846.32,250
2023-03-27,HD10-9-96PE-B025,EMEA,958.94,200
2023-03-27,HD10-9-96PE-B025,AMER,812.74,200
2023-03-27,HD10-9-96P-N005,AMER,35913.95,4200
2023-03-27,HD10-9BT,AMER,2.7,4
2023-03-27,HD10-9-GKT,EMEA,25.26,50
2023-03-27,HD14-3-16P,AMER,1493.31,550
2023-03-27,HD14-3-96P,APAC,91.96,44
2023-03-27,HD14-3-96P,EMEA,133.26,40
2023-03-27,HD14-3-96P,AMER,2713.35,900
2023-03-27,HD14-5-16P,AMER,3085.98,1601
2023-03-27,HD14-6-12P,EMEA,266.39,73
2023-03-27,HD14-6-96P,EMEA,3449.77,1154
2023-03-27,HD14-9-16P,AMER,156.55,50
2023-03-27,HD14-9-1939P,APAC,1089.63,250
2023-03-27,HD14-9-1939P,AMER,4001.15,860
2023-03-27,HD14-9-1939PE,EMEA,960.24,211
2023-03-27,HD14-9-1939P-P080,AMER,1725.63,172
2023-03-27,HD14-9-96P,AMER,312.8,60
2023-03-27,HD14-9-96PE,AMER,1005.02,151
2023-03-27,HD16-3-16S,AMER,22971.46,7855
2023-03-27,HD16-3-96S,APAC,726.35,400
2023-03-27,HD16-3-96S,AMER,32474.89,12739
2023-03-27,HD16-5-16S,APAC,1941.5,500
2023-03-27,HD16-5-16S,AMER,11075.29,3515
2023-03-27,HD16-6-12S-B010,AMER,171.12,25
2023-03-27,HD16-6-96S,APAC,1062.35,450
2023-03-27,HD16-6-96S,AMER,3079.46,1515
2023-03-27,HD16-9-16S,APAC,4224.88,1000
2023-03-27,HD16-9-16S,AMER,2029.02,549
2023-03-27,HD16-9-1939S,APAC,1425.08,312
2023-03-27,HD16-9-1939S,AMER,32344.74,5680
2023-03-27,HD16-9-1939SE,APAC,1006.07,250
2023-03-27,HD16-9-1939SE,APAC,1346.54,190
2023-03-27,HD16-9-1939SE,AMER,16632.52,3555
2023-03-27,HD16-9-1939SE-P080,AMER,6397.37,1208
2023-03-27,HD16-9-1939S-P080,AMER,16407.03,2260
2023-03-27,HD16-9-96S,APAC,1936.6,500
2023-03-27,HD16-9-96S,EMEA,1586.78,500
2023-03-27,HD16-9-96S,AMER,30986.47,6000
2023-03-27,HD17-9-1939S,EMEA,653.44,100
2023-03-27,HD17-9-1939S,AMER,1011.4,250
2023-03-27,HD17-9-1939S-P080,AMER,945.97,250
2023-03-27,HD18-003,AMER,86.05,90
2023-03-27,HD18-006,AMER,5064.86,3090
2023-03-27,HD18-009,EMEA,774.77,700
2023-03-27,HD30-18BT-90-BK,EMEA,442.83,193
2023-03-27,HD30-18BT-90-BK,AMER,46.49,25
2023-03-27,HD30-18BT-BK,AMER,8.93,27
2023-03-27,HD30-24BT-90-BK,APAC,3438.55,1680
2023-03-27,HD30-24BT-90-BK,APAC,714.3,290
2023-03-27,HD30-24BT-90-BK,AMER,9279.23,6159
2023-03-27,HD30-24BT-90-BK,AMER,448.15,172
2023-03-27,HD30-24BT-BK,EMEA,1038.84,1542
2023-03-27,HD30-24BT-BK,EMEA,4381.93,4940
2023-03-27,HD30-24BT-BK,APAC,527.1,1250
2023-03-27,HD30-24BT-BK,EMEA,232.1,250
2023-03-27,HD30-24BT-BK,AMER,8.93,14
2023-03-27,HD30-24BT-EN-MD,AMER,89.74,60
2023-03-27,HD34-18-14PE-072,EMEA,6438.79,475
2023-03-27,HD34-18-14PN,APAC,17970.08,2189
2023-03-27,HD34-18-14PN,AMER,13498.66,2213
2023-03-27,HD34-18-14PN-059,APAC,7422.2,400
2023-03-27,HD34-18-14PN-059,EMEA,3618.64,161
2023-03-27,HD34-18-14PN-059,APAC,6910.04,300
2023-03-27,HD34-18-14PN-072,AMER,3229.71,360
2023-03-27,HD34-18-14SN,AMER,2149.06,200
2023-03-27,HD34-18-14SN-059,AMER,1715.11,100
2023-03-27,HD34-18-20SN-059,AMER,6414.37,257
2023-03-27,HD34-18-21PN,EMEA,50.22,2
2023-03-27,HD34-18-21SN,AMER,33.17,3
2023-03-27,HD34-18-6PN,AMER,3182.26,400
2023-03-27,HD34-18-6PN-059,AMER,2158.24,100
2023-03-27,HD34-18-6SN,AMER,1986.04,200
2023-03-27,HD34-18-8PN,AMER,4036.37,400
2023-03-27,HD34-18-8SN-L005,AMER,293.31,10
2023-03-27,HD34-24-16PE,AMER,1553.72,200
2023-03-27,HD34-24-16PE-059,EMEA,453.91,26
2023-03-27,HD34-24-18PN,AMER,2907.88,300
2023-03-27,HD34-24-19PE,AMER,4738.94,400
2023-03-27,HD34-24-19PE-059,AMER,58.55,2
2023-03-27,HD34-24-19PN,AMER,1868.94,200
2023-03-27,HD34-24-21PE-L072,AMER,12.76,1
2023-03-27,HD34-24-21PN,AMER,1777.35,200
2023-03-27,HD34-24-21SN,AMER,1033.2,100
2023-03-27,HD34-24-23PE,AMER,3258.92,400
2023-03-27,HD34-24-23PE-059,APAC,206.41,10
2023-03-27,HD34-24-23PN,AMER,4141.99,400
2023-03-27,HD34-24-23PN-059,APAC,1230.95,65
2023-03-27,HD34-24-23SN,AMER,1380.3,200
2023-03-27,HD34-24-29PE,AMER,1479.52,200
2023-03-27,HD34-24-31PE,EMEA,106.89,6
2023-03-27,HD34-24-31PT-059,APAC,370.45,15
2023-03-27,HD34-24-31PT-B019,EMEA,17840.36,480
2023-03-27,HD34-24-31PT-L006,AMER,662.68,25
2023-03-27,HD34-24-31SE-059,AMER,1504.45,80
2023-03-27,HD34-24-31ST,EMEA,346.58,11
2023-03-27,HD34-24-33PN,AMER,343.35,34
2023-03-27,HD34-24-33PN-072,AMER,608.04,33
2023-03-27,HD34-24-47PE,APAC,2009.21,218
2023-03-27,HD34-24-47PE-059,AMER,1648.19,100
2023-03-27,HD34-24-9PN,AMER,53.56,6
2023-03-27,HD34-24-9SN-L006,AMER,71.17,2
2023-03-27,HD36-18-14PE-L006,AMER,42.8,1
2023-03-27,HD36-18-14PN,AMER,611.46,49
2023-03-27,HD36-18-14PN-059,AMER,3413.83,164
2023-03-27,HD36-18-14SE,EMEA,335.88,10
2023-03-27,HD36-18-14SE,AMER,2963.46,400
2023-03-27,HD36-18-14SN,EMEA,1035.23,100
2023-03-27,HD36-18-14SN,AMER,1590.23,213
2023-03-27,HD36-18-14SN-059,APAC,1954.52,100
2023-03-27,HD36-18-14SN-072,AMER,2105.9,240
2023-03-27,HD36-18-14ST-059,AMER,325.37,16
2023-03-27,HD36-18-20PN-059,EMEA,581.28,15
2023-03-27,HD36-18-20PN-072,AMER,421.4,11
2023-03-27,HD36-18-20SN-059,EMEA,465.4,10
2023-03-27,HD36-18-21SN,AMER,3788.4,400
2023-03-27,HD36-18-6SN-072,AMER,332,20
2023-03-27,HD36-18-8PE-059,AMER,907.16,36
2023-03-27,HD36-18-8SN,AMER,275.18,30
2023-03-27,HD36-18-8SN-059,AMER,5518.67,262
2023-03-27,HD36-24-14SE-059,AMER,2601.8,100
2023-03-27,HD36-24-16SN,AMER,1763.7,200
2023-03-27,HD36-24-18PN-059,AMER,1474.03,80
2023-03-27,HD36-24-18SE-072,AMER,101.83,2
2023-03-27,HD36-24-18SN,AMER,4018,400
2023-03-27,HD36-24-19SE-072,APAC,4078.17,360
2023-03-27,HD36-24-19SN,APAC,2119.78,200
2023-03-27,HD36-24-19SN,EMEA,46.01,2
2023-03-27,HD36-24-19SN,AMER,44.99,4
2023-03-27,HD36-24-21PN-059,AMER,2674.23,100
2023-03-27,HD36-24-21SE-059,APAC,128.59,6
2023-03-27,HD36-24-21SE-059,AMER,1256.69,80
2023-03-27,HD36-24-21SN,EMEA,294.52,20
2023-03-27,HD36-24-21SN-059,AMER,4487.15,224
2023-03-27,HD36-24-23PE-059,EMEA,28.25,1
2023-03-27,HD36-24-23PE-059,AMER,49.94,1
2023-03-27,HD36-24-23PT,AMER,7276.44,593
2023-03-27,HD36-24-23SE,EMEA,286.7,30
2023-03-27,HD36-24-23SE-059,APAC,492.94,23
2023-03-27,HD36-24-23SE-059,EMEA,18.4,1
2023-03-27,HD36-24-23SE-072,EMEA,14.95,1
2023-03-27,HD36-24-23SN,AMER,737.59,50
2023-03-27,HD36-24-23ST,AMER,1497.43,126
2023-03-27,HD36-24-29PE,AMER,901.52,40
2023-03-27,HD36-24-29SE-072,AMER,150.34,4
2023-03-27,HD36-24-31PE,AMER,117.96,10
2023-03-27,HD36-24-31PT,EMEA,29.46,2
2023-03-27,HD36-24-31PT,AMER,2015.1,200
2023-03-27,HD36-24-31PT-059,AMER,3195.79,140
2023-03-27,HD36-24-31PT-L006,AMER,20.75,1
2023-03-27,HD36-24-31SE-059,APAC,3009.83,119
2023-03-27,HD36-24-31ST,EMEA,2432.89,135
2023-03-27,HD36-24-31ST,AMER,3899.86,315
2023-03-27,HD36-24-31ST-B019,AMER,175.32,4
2023-03-27,HD36-24-33SN-072,APAC,117.42,5
2023-03-27,HD36-24-33SN-072,EMEA,114.56,4
2023-03-27,HD36-24-33SN-072,AMER,481.47,18
2023-03-27,HD36-24-35PN-072,AMER,4233.82,200
2023-03-27,HD36-24-47PE-072,AMER,257.85,15
2023-03-27,HD36-24-47SE,APAC,1580.78,135
2023-03-27,HD36-24-47SE,EMEA,9.2,1
2023-03-27,HD36-24-47SE-072,EMEA,2160.75,81
2023-03-27,HD36-24-91SN-059,AMER,88979.66,3086
2023-03-27,HD36-24-9PN,APAC,1668.58,200
2023-03-27,HD36-24-9PN-L005,EMEA,439.84,12
2023-03-27,HD36-24-9SN,EMEA,3670.39,270
2023-03-27,HD36-24-9SN,AMER,369.34,28
2023-03-27,HD36-24-9SN-059,AMER,941.07,25
2023-03-27,HD36-24-9SN-072,AMER,788.95,24
2023-03-27,HD36-24-9SN-L006,AMER,134.83,3
2023-03-27,HD44-18-14PN-059,AMER,369.85,10
2023-03-27,HD44-18-8SN,AMER,254.21,10
2023-03-27,HDB36-18-14PE-059,AMER,919.35,25
2023-03-27,HDB36-18-14SN-059,AMER,5785.88,200
2023-03-27,HDB36-24-18PE-059,AMER,646.28,23
2023-03-27,HDB36-24-21SN-059,AMER,1336.46,32
2023-03-27,HDB36-24-23SN-059,AMER,554.76,12
2023-03-27,HDB36-24-91SE-059,AMER,93881.62,3860
2023-03-27,HDB36-24-91SN,AMER,2553.38,110
2023-03-27,HDB36-24-91SN-059,AMER,16234.87,560
2023-03-27,HDB36-24-91SN-059,AMER,11959.56,400
2023-03-27,HDB46-18-14SN-059,AMER,764.14,21
2023-03-27,HDBOX-24-91PN,AMER,10754.96,204
2023-03-27,HDC14-3,APAC,903.14,1100
2023-03-27,HDC14-3,AMER,2112.3,3300
2023-03-27,HDC14-6,AMER,781.01,635
2023-03-27,HDC14-9,APAC,144.8,100
2023-03-27,HDC14-9,AMER,477.19,503
2023-03-27,HDC16-3,APAC,9257.98,10497
2023-03-27,HDC16-5,APAC,2173.75,2500
2023-03-27,HDC16-6,AMER,1922.38,1500
2023-03-27,HDC16-9,EMEA,73.33,50
2023-03-27,HDC16-9,EMEA,448.64,250
2023-03-27,HDC16-9,AMER,4982.83,3851
2023-03-27,HDC16-9-E004,APAC,132.18,115
2023-03-27,HDC16-9-E004-L47N,AMER,315.31,100
2023-03-27,HDC16-9-JDL,EMEA,2051.41,619
2023-03-27,HDC16-9-JDL,EMEA,1990.22,625
2023-03-27,HDC16-9-JDL,AMER,7606.79,2394
2023-03-27,HDC16-9-L47N,EMEA,352.94,67
2023-03-27,HDC26-18,AMER,3712.54,2000
2023-03-27,HDC26-18-JDL,AMER,3113.27,400
2023-03-27,HDC26-24,AMER,8786.54,6500
2023-03-27,HDC34-18,AMER,1492.82,109
2023-03-27,HDC34-24-1E,AMER,1600.8,400
2023-03-27,HDC36-18,APAC,9324.33,1810
2023-03-27,HDC36-18,AMER,1622.84,400
2023-03-27,HDC36-24,EMEA,530,100
2023-03-27,HDC36-24,AMER,582.15,35
2023-03-27,HDC36-24-1E,EMEA,677.55,150
2023-03-27,HDC9-JDL082397,EMEA,5067.59,1250
2023-03-27,HDC9-JDL082397,AMER,2040.89,625
2023-03-27,HDFB-16-06S,EMEA,5028.88,206
2023-03-27,HDFB-16-06S,EMEA,212.6,4
2023-03-27,HDFB-16-06S,AMER,7306.85,670
2023-03-27,HDP24-18-14PE,EMEA,5300.1,770
2023-03-27,HDP24-18-14PE,AMER,7301.77,1400
2023-03-27,HDP24-18-14PE,AMER,1425.98,200
2023-03-27,HDP24-18-14PE-L017,AMER,1959.99,273
2023-03-27,HDP24-18-14PN,EMEA,1184.19,126
2023-03-27,HDP24-18-14PN,AMER,10267.25,1800
2023-03-27,HDP24-18-14PN,AMER,1542.3,200
2023-03-27,HDP24-18-14PN-L017,AMER,1910.68,240
2023-03-27,HDP24-18-14SE,AMER,47229.4,9200
2023-03-27,HDP24-18-14SE-L017,EMEA,5416.65,500
2023-03-27,HDP24-18-14SN,AMER,543.58,90
2023-03-27,HDP24-18-20PE,APAC,2308.16,355
2023-03-27,HDP24-18-20PE,EMEA,1039.66,130
2023-03-27,HDP24-18-20PE,EMEA,1216.39,198
2023-03-27,HDP24-18-20PE-L017,EMEA,293.04,43
2023-03-27,HDP24-18-20PE-L017,AMER,11357.12,800
2023-03-27,HDP24-18-20PN,AMER,21792.31,4210
2023-03-27,HDP24-18-21PN,EMEA,18107.76,3000
2023-03-27,HDP24-18-21PN,AMER,3685.72,600
2023-03-27,HDP24-18-21PN,AMER,2638.47,400
2023-03-27,HDP24-18-21PN-L017,AMER,440.45,58
2023-03-27,HDP24-18-21SN,AMER,5772.69,1011
2023-03-27,HDP24-18-6PN,AMER,1023,200
2023-03-27,HDP24-18-6PN-C030,AMER,1851.17,400
2023-03-27,HDP24-18-6PN-L017,AMER,2504.82,400
2023-03-27,HDP24-18-8PE-L017,AMER,1226.34,200
2023-03-27,HDP24-18-8PN,AMER,3482.49,600
2023-03-27,HDP24-18-8PN-L017,AMER,231.48,20
2023-03-27,HDP24-18-8SE,AMER,1605.8,200
2023-03-27,HDP24-18-8SN,AMER,14465.67,2600
2023-03-27,HDP24-18-8SN-L017,AMER,246.83,40
2023-03-27,HDP24-24-14PN,AMER,737.56,150
2023-03-27,HDP24-24-14PN,AMER,175.89,15
2023-03-27,HDP24-24-14PN-L015,EMEA,399.2,25
2023-03-27,HDP24-24-14SE,AMER,943.46,160
2023-03-27,HDP24-24-14SN,AMER,857.1,150
2023-03-27,HDP24-24-14SN-L017,AMER,2239.95,251
2023-03-27,HDP24-24-16PE,EMEA,2427.53,394
2023-03-27,HDP24-24-16PE,EMEA,5447.89,900
2023-03-27,HDP24-24-16PE,AMER,11414.26,1650
2023-03-27,HDP24-24-16PN,APAC,6172.36,823
2023-03-27,HDP24-24-16PN,EMEA,1742.09,205
2023-03-27,HDP24-24-16PN-L017,AMER,669,50
2023-03-27,HDP24-24-16SN,AMER,2420.13,300
2023-03-27,HDP24-24-18PE,APAC,2365.94,300
2023-03-27,HDP24-24-18PE-L017,AMER,2670.05,300
2023-03-27,HDP24-24-18PN,APAC,873.63,150
2023-03-27,HDP24-24-18PN,EMEA,1236.74,113
2023-03-27,HDP24-24-18PN,AMER,1320.72,140
2023-03-27,HDP24-24-18PN-L017,AMER,160.2,9
2023-03-27,HDP24-24-18SE,AMER,3416.74,460
2023-03-27,HDP24-24-18SE-L017,EMEA,285.97,25
2023-03-27,HDP24-24-18SE-L017,AMER,2670.05,300
2023-03-27,HDP24-24-18SN,APAC,8133.7,1250
2023-03-27,HDP24-24-18SN,AMER,6714.53,753
2023-03-27,HDP24-24-19PE,AMER,6569.32,902
2023-03-27,HDP24-24-19PE-L017,AMER,1741.08,240
2023-03-27,HDP24-24-19PN,EMEA,2589.72,200
2023-03-27,HDP24-24-19PN,AMER,672.27,150
2023-03-27,HDP24-24-19PN-L017,AMER,4274.84,400
2023-03-27,HDP24-24-19SE,EMEA,5529.78,640
2023-03-27,HDP24-24-19SE,EMEA,678.52,40
2023-03-27,HDP24-24-19SN,EMEA,8777.13,1377
2023-03-27,HDP24-24-21PE,EMEA,1113.77,200
2023-03-27,HDP24-24-21PE,EMEA,2593.41,200
2023-03-27,HDP24-24-21PE,AMER,1502.44,150
2023-03-27,HDP24-24-21PE,AMER,921.58,160
2023-03-27,HDP24-24-21PE-L015,EMEA,653.16,52
2023-03-27,HDP24-24-21PE-L015,AMER,2463.54,250
2023-03-27,HDP24-24-21PE-L015,AMER,2432.95,150
2023-03-27,HDP24-24-21PE-L017,EMEA,1029.5,110
2023-03-27,HDP24-24-21PE-L017,AMER,68.16,10
2023-03-27,HDP24-24-21PN,EMEA,1124.94,132
2023-03-27,HDP24-24-21PN-L015,AMER,2525.22,450
2023-03-27,HDP24-24-21SE-L017,AMER,178.35,10
2023-03-27,HDP24-24-21SN,AMER,72.01,10
2023-03-27,HDP24-24-21SN-L017,EMEA,22.91,1
2023-03-27,HDP24-24-23PE,APAC,329.35,51
2023-03-27,HDP24-24-23PE,EMEA,554.58,100
2023-03-27,HDP24-24-23PE-L017,APAC,22594.72,2401
2023-03-27,HDP24-24-23PN,AMER,258.76,30
2023-03-27,HDP24-24-23PN-L017,APAC,11905.25,1300
2023-03-27,HDP24-24-23PN-L017,EMEA,618.84,39
2023-03-27,HDP24-24-23SE,APAC,6661.62,700
2023-03-27,HDP24-24-23SN,AMER,774.56,70
2023-03-27,HDP24-24-23SN-L017,EMEA,840.37,44
2023-03-27,HDP24-24-23SN-L017,AMER,1606.17,150
2023-03-27,HDP24-24-29PE,APAC,1145.35,150
2023-03-27,HDP24-24-29PE,EMEA,3397.98,600
2023-03-27,HDP24-24-29PE,AMER,208.59,22
2023-03-27,HDP24-24-29PE,AMER,58.58,10
2023-03-27,HDP24-24-29PE-L017,AMER,10346.04,1500
2023-03-27,HDP24-24-29SE,APAC,2388.48,200
2023-03-27,HDP24-24-29SE,AMER,489.81,66
2023-03-27,HDP24-24-29SE-L015,EMEA,28360.64,3570
2023-03-27,HDP24-24-31PE,EMEA,120.04,20
2023-03-27,HDP24-24-31PE,EMEA,249.58,50
2023-03-27,HDP24-24-31PE,AMER,2499.1,245
2023-03-27,HDP24-24-31PE-L015,AMER,1211.33,150
2023-03-27,HDP24-24-31PE-L017,APAC,8806.77,950
2023-03-27,HDP24-24-31PE-L017,EMEA,622.87,43
2023-03-27,HDP24-24-31PE-L017,AMER,6894.85,1150
2023-03-27,HDP24-24-31PT,EMEA,570.08,100
2023-03-27,HDP24-24-31PT,AMER,252.09,40
2023-03-27,HDP24-24-31PT,AMER,369.56,60
2023-03-27,HDP24-24-31PT-L015,AMER,1064.8,89
2023-03-27,HDP24-24-31SE,APAC,6230.69,1014
2023-03-27,HDP24-24-31SE,EMEA,371.87,25
2023-03-27,HDP24-24-31SE,EMEA,308.06,50
2023-03-27,HDP24-24-31SE,AMER,7268.19,1503
2023-03-27,HDP24-24-31SE-L017,EMEA,12709.43,1389
2023-03-27,HDP24-24-31ST,EMEA,1336.54,200
2023-03-27,HDP24-24-31ST,AMER,193.45,20
2023-03-27,HDP24-24-33SN,AMER,81.13,5
2023-03-27,HDP24-24-35PE,APAC,3213.29,317
2023-03-27,HDP24-24-35PE,EMEA,115.45,9
2023-03-27,HDP24-24-35PE,AMER,986.44,150
2023-03-27,HDP24-24-35PE-L017,APAC,439.1,49
2023-03-27,HDP24-24-35PE-L017,EMEA,7786.06,918
2023-03-27,HDP24-24-35PN,APAC,42515.27,6794
2023-03-27,HDP24-24-47PE,APAC,92887.27,14427
2023-03-27,HDP24-24-47PE,EMEA,264.42,25
2023-03-27,HDP24-24-47PE-L017,APAC,3900.91,450
2023-03-27,HDP24-24-47PE-L017,EMEA,1084.76,161
2023-03-27,HDP24-24-47SE-L017,EMEA,2266.65,230
2023-03-27,HDP24-24-7PN-C038,APAC,249.78,42
2023-03-27,HDP24-24-7PN-C038,AMER,23130.17,2540
2023-03-27,HDP24-24-7PN-C038,AMER,413.73,60
2023-03-27,HDP24-24-91PN-P064,AMER,1279.08,150
2023-03-27,HDP24-24-9PE,APAC,1728.57,252
2023-03-27,HDP24-24-9PE,EMEA,262.96,27
2023-03-27,HDP24-24-9PE-L015,EMEA,1177.11,120
2023-03-27,HDP24-24-9PE-L015,EMEA,72.42,7
2023-03-27,HDP24-24-9PE-L017,AMER,6947.15,1053
2023-03-27,HDP24-24-9PN,APAC,13821.71,1912
2023-03-27,HDP24-24-9PN,EMEA,169.72,10
2023-03-27,HDP24-24-9PN,AMER,13247.05,1717
2023-03-27,HDP24-24-9PN-L017,AMER,7838.36,1050
2023-03-27,HDP24-24-9SN,APAC,9604.64,1500
2023-03-27,HDP24-24-9SN-L015,APAC,5762.78,900
2023-03-27,HDP24-24-9SN-L015,AMER,2611.92,190
2023-03-27,HDP26-18-14PE,AMER,8790.57,1200
2023-03-27,HDP26-18-14PE-L017,AMER,36600,12200
2023-03-27,HDP26-18-14PN,AMER,4344.76,700
2023-03-27,HDP26-18-14SE,APAC,3847.79,566
2023-03-27,HDP26-18-14SE,AMER,378.98,55
2023-03-27,HDP26-18-14SE-L017,EMEA,4809.76,600
2023-03-27,HDP26-18-14SE-L017,AMER,1468.97,200
2023-03-27,HDP26-18-14SN,AMER,1043.8,200
2023-03-27,HDP26-18-14SN-L017,APAC,1399.5,150
2023-03-27,HDP26-18-14SN-L017,AMER,1218.17,200
2023-03-27,HDP26-18-20PN,AMER,1287.4,200
2023-03-27,HDP26-18-20SE,AMER,1842.34,400
2023-03-27,HDP26-18-20SE-L017,APAC,1070.43,100
2023-03-27,HDP26-18-20SN,APAC,3193.8,400
2023-03-27,HDP26-18-20SN,AMER,1345.24,200
2023-03-27,HDP26-18-20SN-L017,AMER,3435.31,380
2023-03-27,HDP26-18-21PN,AMER,3006.23,400
2023-03-27,HDP26-18-21SN,AMER,4013.56,610
2023-03-27,HDP26-18-21SN,AMER,175.97,20
2023-03-27,HDP26-18-21SN-L017,EMEA,1997.88,249
2023-03-27,HDP26-18-21SN-L017,AMER,13386.69,1480
2023-03-27,HDP26-18-6SN,AMER,5263.38,1000
2023-03-27,HDP26-18-6SN-C030,EMEA,20.68,1
2023-03-27,HDP26-18-6SN-C030,AMER,3984.32,619
2023-03-27,HDP26-18-6SN-L017,AMER,14650.51,1827
