snapshot_date,material_number,region,past_due_amt,past_due_qty
2023-03-27,2109246-1,APAC,373.25,16
2023-03-27,2109441-2,APAC,1932.29,2400
2023-03-27,2112045-1,APAC,5038.2,9000
2023-03-27,2112045-2,APAC,1390.54,2250
2023-03-27,2112046-1,APAC,249.88,600
2023-03-27,2112046-1,APAC,3661.18,6600
2023-03-27,2112166-1,APAC,1782.4,3000
2023-03-27,2112166-1,EMEA,121.65,250
2023-03-27,2112166-2,EMEA,69.8,250
2023-03-27,2112166-2,AMER,1537.84,2208
2023-03-27,2112167-1,APAC,940.47,600
2023-03-27,2112233-1,AMER,1478.62,1500
2023-03-27,2112289-1,APAC,489.71,1000
2023-03-27,2112291-1,APAC,4747.1,9750
2023-03-27,2112293-1,APAC,1791.36,2400
2023-03-27,2112295-1,APAC,566.52,1100
2023-03-27,2112295-1,EMEA,301.5,550
2023-03-27,2112297-1,APAC,4511.03,6800
2023-03-27,2112297-1,EMEA,664.37,1200
2023-03-27,2112299-1,APAC,12414.13,18000
2023-03-27,2112299-1,EMEA,996.97,2000
2023-03-27,2112299-1,AMER,21885.34,38000
2023-03-27,2112299-1,AMER,1048.19,2000
2023-03-27,2112300-1,APAC,14942.93,15400
2023-03-27,2112301-1,APAC,5000.89,5000
2023-03-27,2112323-1,APAC,968.74,20000
2023-03-27,2112502-1,APAC,3439.41,2880
2023-03-27,2112594-1,APAC,5950,2500
2023-03-27,2112612-2,EMEA,8052.39,240
2023-03-27,2112665-3,EMEA,45.46,216
2023-03-27,2112758-1,APAC,565.69,3000
2023-03-27,2112758-1,APAC,2970.87,3000
2023-03-27,2112758-1,EMEA,4313.8,16500
2023-03-27,2112758-1,AMER,1475.64,3600
2023-03-27,211767-1,APAC,1188.85,350
2023-03-27,211772-1,EMEA,629.73,100
2023-03-27,211870-2,EMEA,561.39,200
2023-03-27,2-1241324-1,APAC,806.11,15000
2023-03-27,2-1241408-3,APAC,4619.99,35700
2023-03-27,2-1241418-3,EMEA,1420.51,18000
2023-03-27,2-1241418-3,AMER,423.32,4500
2023-03-27,2-130128-1,APAC,3166.5,10000
2023-03-27,2132415-4,APAC,1289.78,28800
2023-03-27,2133257-1,AMER,4740.03,672
2023-03-27,2133258-1,AMER,6666.44,1760
2023-03-27,2133419-2,AMER,14.77,9
2023-03-27,2133421-8,AMER,13.93,17
2023-03-27,2-1355123-3,APAC,5126.6,3024
2023-03-27,2-1355123-3,AMER,626.07,504
2023-03-27,2-1355668-2,EMEA,583.74,1800
2023-03-27,2137110-1,APAC,58217.42,5520
2023-03-27,2137216-1,APAC,14948.44,107250
2023-03-27,2137352-1,APAC,3486.61,12950
2023-03-27,2137352-2,APAC,1819.57,5600
2023-03-27,2137352-3,APAC,4845.43,15750
2023-03-27,2137352-4,APAC,5155.01,19250
2023-03-27,2137354-1,APAC,3816.74,99000
2023-03-27,2137358-1,APAC,6459.27,24850
2023-03-27,2137358-2,APAC,300.13,1050
2023-03-27,2137358-3,APAC,6331.57,23800
2023-03-27,2137358-4,APAC,4995.44,16800
2023-03-27,2137379-1,APAC,4164.41,96
2023-03-27,2137489-1,APAC,30277.92,25440
2023-03-27,2137614-2,APAC,14139.43,42912
2023-03-27,2137653-1,APAC,31197.61,5520
2023-03-27,2137752-1,APAC,619.14,1750
2023-03-27,2137754-1,APAC,653.1,1500
2023-03-27,2137755-1,APAC,3732,10000
2023-03-27,2137768-1,APAC,8824.24,1440
2023-03-27,2137768-2,APAC,11231.82,2280
2023-03-27,2137961-1,APAC,36432.04,31500
2023-03-27,2137961-1,APAC,76138.4,70350
2023-03-27,2137963-1,APAC,53412.11,44940
2023-03-27,2137963-1,APAC,115606.54,103950
2023-03-27,2137965-1,APAC,12302.11,29120
2023-03-27,2-1379822-1,APAC,3711.7,16800
2023-03-27,213841-3,AMER,1244.1,1000
2023-03-27,213843-3,AMER,10667.45,3000
2023-03-27,213847-3,AMER,5652.77,3000
2023-03-27,2138477-1,AMER,573.29,500
2023-03-27,2138530-1,APAC,2239.2,1500
2023-03-27,2138576-2,EMEA,13919.99,420
2023-03-27,2138846-1,AMER,651.67,160
2023-03-27,2138853-1,AMER,45.8,60
2023-03-27,2-1393560-7,EMEA,318.57,250
2023-03-27,2141026-1,EMEA,456.46,200
2023-03-27,2141114-3,APAC,739.53,12000
2023-03-27,2141116-3,APAC,2975.63,60000
2023-03-27,2141456-2,EMEA,1025.34,4800
2023-03-27,2-1417681-1,EMEA,8468.13,224
2023-03-27,2141828-1,APAC,659.82,13000
2023-03-27,2-1418390-1,APAC,22609.66,37200
2023-03-27,2-1418390-1,EMEA,5371.46,12000
2023-03-27,2-1418390-1,EMEA,15652.31,29200
2023-03-27,2-1418390-1,EMEA,2420.09,5400
2023-03-27,2-1418390-1,AMER,6018.76,11632
2023-03-27,2-1418448-1,APAC,3218.48,7700
2023-03-27,2-1418448-1,EMEA,2974.64,7720
2023-03-27,2-1418448-1,AMER,32991.7,68600
2023-03-27,2-1418448-2,APAC,1034.51,2100
2023-03-27,2-1418448-2,EMEA,1939.32,5600
2023-03-27,2-1418469-1,EMEA,2082.11,4400
2023-03-27,2-1418469-1,EMEA,202.64,400
2023-03-27,2-1418479-1,APAC,652.87,760
2023-03-27,2-1418479-1,EMEA,2526.88,4180
2023-03-27,2-1418479-1,AMER,2451.57,2280
2023-03-27,2-1418480-1,EMEA,1963.96,3040
2023-03-27,2-1418483-1,EMEA,248.91,700
2023-03-27,2-1418483-1,EMEA,86.17,205
2023-03-27,2-1418483-1,EMEA,292.17,700
2023-03-27,2-1418483-1,AMER,367.05,700
2023-03-27,2-1418883-1,APAC,387.83,117
2023-03-27,2-1418883-1,APAC,8110.57,1755
2023-03-27,2-1418883-1,EMEA,1681.5,468
2023-03-27,2-1418969-1,APAC,3739.45,7500
2023-03-27,2-1418969-1,AMER,367.5,750
2023-03-27,2-1418969-2,APAC,374.39,750
2023-03-27,2-1418969-2,AMER,1053.79,2250
2023-03-27,2-1437285-3,APAC,7200,1500
2023-03-27,2-1437285-3,AMER,1155.89,500
2023-03-27,2-1437837-1,AMER,353.73,1600
2023-03-27,2-1443967-3,AMER,1296.51,245
2023-03-27,2-1443967-3,AMER,2013.2,245
2023-03-27,2-1534127-1,APAC,1562.35,320
2023-03-27,215599-1,AMER,1918.28,5000
2023-03-27,2-1563759-1,APAC,2324.43,2070
2023-03-27,2-1563759-1,EMEA,9236.38,11500
2023-03-27,2-1563759-1,AMER,901.81,920
2023-03-27,2-1564330-1,EMEA,196.19,230
2023-03-27,2-1564337-1,EMEA,4684.43,5980
2023-03-27,2-1564337-1,AMER,8715.26,8970
2023-03-27,2-1564412-1,EMEA,4596.51,4000
2023-03-27,2-1564414-1,APAC,693.86,560
2023-03-27,2-1564416-1,EMEA,5568.73,6500
2023-03-27,2-1564520-1,APAC,8581.51,5720
2023-03-27,2-1564520-1,EMEA,3795.92,2860
2023-03-27,2-1564532-1,AMER,48.37,25
2023-03-27,2-1564542-1,EMEA,209.07,380
2023-03-27,2-1564546-1,EMEA,208.02,250
2023-03-27,2-165655-1,AMER,3301.68,4000
2023-03-27,2-1670214-1,EMEA,1954.04,2000
2023-03-27,2-1670730-1,APAC,11106.44,18600
2023-03-27,2-1670901-1,APAC,4411.5,3220
2023-03-27,2-1670901-1,EMEA,1279.66,1150
2023-03-27,2-1703458-1,EMEA,2028.31,35
2023-03-27,2-1703639-1,APAC,40369.43,30000
2023-03-27,2-1703639-1,EMEA,1176.74,1500
2023-03-27,2-1703639-1,EMEA,2104.33,2400
2023-03-27,2-1703639-1,EMEA,452.95,600
2023-03-27,2-1703639-1,AMER,120.77,67
2023-03-27,2-1703818-1,EMEA,4867.72,9880
2023-03-27,2-1703841-1,EMEA,6854.33,10350
2023-03-27,2-1703841-1,EMEA,162.04,256
2023-03-27,2-1703843-1,EMEA,284.83,450
2023-03-27,2-1703843-1,AMER,2306.69,3150
2023-03-27,2-1703930-1,APAC,10369.28,374000
2023-03-27,2-1703930-1,EMEA,2821.81,255000
2023-03-27,2-1718179-1,EMEA,855.08,160
2023-03-27,2-1718324-1,APAC,35857.18,8560
2023-03-27,2-1718324-1,EMEA,1358.33,320
2023-03-27,2-1718324-1,AMER,16784.31,4160
2023-03-27,2-1718346-1,AMER,10332.7,70000
2023-03-27,2-1718421-1,APAC,624,2000
2023-03-27,2174106-1,EMEA,2093.95,1000
2023-03-27,2-174357-2,EMEA,1097.12,1900
2023-03-27,2177292-1,APAC,3552.86,28000
2023-03-27,2177586-1,APAC,656.65,2000
2023-03-27,2177588-1,EMEA,510.87,1000
2023-03-27,2177610-3,APAC,328.71,6000
2023-03-27,2177909-1,APAC,982.62,68000
2023-03-27,2-1813099-1,APAC,21267.92,84600
2023-03-27,2-1823402-1,AMER,1049.32,405
2023-03-27,2-1823498-1,EMEA,2164.04,234
2023-03-27,2188622-1,APAC,890.82,8
2023-03-27,2188659-1,APAC,11959.47,188
2023-03-27,2188711-1,APAC,12312.39,148
2023-03-27,2-1897149-5,APAC,42.26,1
2023-03-27,2-1897149-9,APAC,2916.21,69
2023-03-27,2-1897311-8,APAC,392.7,4
2023-03-27,2-2005426-4,APAC,4945.28,40
2023-03-27,2201289-1,EMEA,1374.95,27000
2023-03-27,2203663-5,APAC,2615.67,2250
2023-03-27,2203663-5,EMEA,18780.04,26741
2023-03-27,2203663-6,APAC,435.95,375
2023-03-27,2203859-1,AMER,502.01,80
2023-03-27,2203859-4,AMER,1004.02,160
2023-03-27,2203876-1,AMER,284.16,480
2023-03-27,2203876-2,AMER,298.36,480
2023-03-27,2203876-3,AMER,104.19,160
2023-03-27,2208342-1,EMEA,2615.54,10000
2023-03-27,2208360-3,EMEA,1493.24,15000
2023-03-27,2208362-3,APAC,1164.38,20000
2023-03-27,2208731-1,APAC,1089.15,3200
2023-03-27,2208822-1,AMER,86.81,3000
2023-03-27,2209016-1,APAC,67332.21,13440
2023-03-27,2209299-5,APAC,597.12,8
2023-03-27,2209441-1,APAC,78761.46,673200
2023-03-27,2209441-2,APAC,343.94,2400
2023-03-27,2209501-1,APAC,7239.48,112
2023-03-27,2209544-1,APAC,2808.86,1344
2023-03-27,2209545-1,APAC,1209.17,540
2023-03-27,2209545-9,APAC,35740.82,22130
2023-03-27,2209954-2,APAC,1377.68,1792
2023-03-27,2-2112780-6,APAC,17983.92,3840
2023-03-27,2-2112966-2,APAC,1346.05,2400
2023-03-27,2-2112966-2,AMER,974.63,2000
2023-03-27,2-2112966-2,AMER,1119.47,2400
2023-03-27,2-2141047-5,AMER,2321.81,4800
2023-03-27,2-2141598-2,APAC,1773.12,10800
2023-03-27,2-2141600-2,APAC,128672.54,955800
2023-03-27,2219256-1,APAC,211.2,4
2023-03-27,2219259-1,APAC,11023.84,99
2023-03-27,2-2208677-1,EMEA,12666.11,181
2023-03-27,2-2295763-1,APAC,880.28,5320
2023-03-27,2229743-1,APAC,1747.2,500
2023-03-27,2-2303816-2,APAC,382.4,550
2023-03-27,2-2303816-2,EMEA,298.07,259
2023-03-27,2-2308295-1,APAC,1218.12,1600
2023-03-27,2-2311123-1,APAC,1504.74,8400
2023-03-27,2-2311124-1,APAC,1253.95,8000
2023-03-27,2-2318110-1,EMEA,2083.94,1000
2023-03-27,2-2322907-2,AMER,9629.05,1900
2023-03-27,2-2323294-1,AMER,1148.95,1150
2023-03-27,2-2344950-1,AMER,1261.29,108
2023-03-27,2-2344950-1,AMER,8057.8,2160
2023-03-27,2-2349177-2,APAC,1015.1,4000
2023-03-27,2-2350891-1,APAC,3634.37,1739
2023-03-27,2-2350891-1,EMEA,2545.39,600
2023-03-27,2-2350891-1,AMER,2166.13,360
2023-03-27,2-2350891-2,AMER,722.04,120
2023-03-27,2236435-2,EMEA,29853.42,12000
2023-03-27,2-2366509-1,APAC,74660.05,23525
2023-03-27,2-2366509-2,APAC,1713.74,541
2023-03-27,2237067-3,EMEA,408.67,510
2023-03-27,2-2371113-1,AMER,49.27,7
2023-03-27,2-2378180-1,EMEA,311.49,55
2023-03-27,2-2382274-1,AMER,10792.8,9000
2023-03-27,2-2382278-1,AMER,11712.42,8000
2023-03-27,2-2390204-1,EMEA,15936.49,96
2023-03-27,2-2392850-1,APAC,1224.1,6000
2023-03-27,2-2394061-1,EMEA,4481.75,96
2023-03-27,2-2394061-2,EMEA,3361.31,72
2023-03-27,2-2394061-2,AMER,1431.89,24
2023-03-27,2-2394061-3,EMEA,5602.19,120
2023-03-27,2-2394061-4,EMEA,3361.31,72
2023-03-27,2-2394061-5,EMEA,3361.31,72
2023-03-27,2-2394062-1,AMER,3843.44,48
2023-03-27,2-2394071-1,EMEA,3021.25,72
2023-03-27,2-2394071-1,AMER,1275.23,18
2023-03-27,2-2394071-2,EMEA,755.31,18
2023-03-27,2-2394071-2,AMER,1275.23,18
2023-03-27,2-2394071-5,EMEA,1552.59,37
2023-03-27,2-2394072-1,AMER,2282.04,24
2023-03-27,2-2394085-7,EMEA,170.09,33
2023-03-27,2-2399607-1,EMEA,1733.49,24
2023-03-27,2-2399607-1,AMER,1661.61,24
2023-03-27,2-2399607-2,EMEA,1722.17,48
2023-03-27,2-2399607-2,AMER,1661.61,24
2023-03-27,2-2399607-3,EMEA,3629.47,67
2023-03-27,2-2399607-3,AMER,2492.42,48
2023-03-27,2-2399607-4,AMER,1246.21,24
2023-03-27,2-2399607-5,AMER,3738.63,72
2023-03-27,2-2399608-1,AMER,1477.22,16
2023-03-27,2-2399609-2,APAC,871.8,20
2023-03-27,2-2399609-2,AMER,94.1,2
2023-03-27,2-2399609-6,AMER,94.1,2
2023-03-27,2-2399610-1,EMEA,1291.62,24
2023-03-27,2-2399610-1,AMER,4686.79,72
2023-03-27,2-2399610-2,EMEA,12008.19,216
2023-03-27,2-2399610-2,AMER,986.69,12
2023-03-27,2-2399610-4,EMEA,6233.05,108
2023-03-27,2-2399610-5,EMEA,10978.83,204
2023-03-27,2-2399611-1,EMEA,2287.2,20
2023-03-27,2-2399611-1,AMER,2192.38,20
2023-03-27,2-2399663-1,EMEA,2630.55,373
2023-03-27,2-2399663-2,EMEA,2914,428
2023-03-27,2-2399663-3,EMEA,577.25,112
2023-03-27,2-2399663-4,EMEA,556.62,108
2023-03-27,2-2399663-7,EMEA,1999.74,388
2023-03-27,2-2399663-7,AMER,108.96,10
2023-03-27,2-2399663-8,EMEA,4102.54,796
2023-03-27,2-2399663-9,EMEA,1035.94,201
2023-03-27,2-2435103-1,APAC,3224.45,120000
2023-03-27,2-2435146-1,APAC,14823.07,584100
2023-03-27,2-2445760-1,APAC,694.15,3000
2023-03-27,225107-000,EMEA,461.07,700
2023-03-27,2-2600021-3,AMER,2588.4,18000
2023-03-27,2-2600021-5,AMER,17772.21,81000
2023-03-27,2-2600022-1,AMER,809.7,1000
2023-03-27,2-2600023-1,EMEA,1264.3,1000
2023-03-27,2-2600023-2,EMEA,1264.3,1000
2023-03-27,2-2600030-8,EMEA,683.37,500
2023-03-27,2-2600043-0,EMEA,947.56,300
2023-03-27,2-2600043-0,AMER,9825.69,4200
2023-03-27,2267473-3,EMEA,509.94,1000
2023-03-27,2267473-3,AMER,4055.22,3000
2023-03-27,2267473-4,EMEA,190.84,1000
2023-03-27,2272163-1,APAC,274.68,1600
2023-03-27,2272163-1,EMEA,2722.1,6400
2023-03-27,2272168-1,APAC,849.04,7000
2023-03-27,2272196-2,APAC,2377.25,153000
2023-03-27,2272809-1,AMER,5493.6,144
2023-03-27,2272889-2,AMER,492.54,80
2023-03-27,2272889-4,AMER,1434.99,240
2023-03-27,2272975-2,AMER,2268,1500
2023-03-27,2272975-5,APAC,886.72,1500
2023-03-27,2278294-1,APAC,1448.72,240
2023-03-27,2278295-1,APAC,3782.27,1392
2023-03-27,2278584-2,APAC,16252.36,6144
2023-03-27,2278586-2,APAC,6737.23,8832
2023-03-27,2278701-1,APAC,185.91,44
2023-03-27,2278730-2,APAC,4120.13,750
2023-03-27,2278730-2,EMEA,17344.85,3906
2023-03-27,2278770-1,APAC,9776.34,30000
2023-03-27,2278770-2,APAC,5976.12,16470
2023-03-27,2278827-1,APAC,656.83,5000
2023-03-27,2282150-1,AMER,11816.82,54000
2023-03-27,2286003-3,APAC,883.5,1140
2023-03-27,2286003-3,EMEA,140.31,100
2023-03-27,2286014-1,EMEA,681.66,100
2023-03-27,2286014-2,EMEA,7807.17,2472
2023-03-27,2286476-1,APAC,3860.93,275000
2023-03-27,2286476-1,EMEA,551.52,21000
2023-03-27,2286476-2,APAC,1899.96,100000
2023-03-27,2288833-1,AMER,119.57,22
2023-03-27,2288833-2,AMER,1858.84,342
2023-03-27,2289089-1,APAC,11865.14,8505
2023-03-27,2289241-1,AMER,5938.81,13200
2023-03-27,2289242-1,AMER,296.11,610
2023-03-27,2289523-3,AMER,9743.4,90000
2023-03-27,2289597-3,APAC,18255.75,474
2023-03-27,2289729-1,AMER,294.84,650
2023-03-27,2289729-2,AMER,260,650
2023-03-27,2289729-3,AMER,294.84,650
2023-03-27,2289729-4,AMER,260,650
2023-03-27,2289729-7,AMER,260,650
2023-03-27,2289729-8,AMER,260,650
2023-03-27,2290152-1,EMEA,302107.57,9432
2023-03-27,2290247-3,APAC,5015.82,9600
2023-03-27,2290462-3,APAC,10149.28,4800
2023-03-27,2290490-1,APAC,35621.28,18000
2023-03-27,2290490-1,APAC,3374.9,1200
2023-03-27,2290490-2,EMEA,5613.03,5040
2023-03-27,2291354-1,APAC,1664.25,7056
2023-03-27,2291362-3,APAC,626.98,840
2023-03-27,2291364-1,APAC,656.83,800
2023-03-27,2291364-3,APAC,262.73,320
2023-03-27,2291392-4,APAC,1373.38,4000
2023-03-27,2292492-1,EMEA,484822.65,268860
2023-03-27,2292797-3,AMER,634.25,1000
2023-03-27,2292798-2,AMER,567.23,1000
2023-03-27,2292799-3,AMER,4139.51,1000
2023-03-27,2292799-3,AMER,4622.19,1000
2023-03-27,2292800-3,EMEA,7283.63,4000
2023-03-27,2292800-3,AMER,1484.62,2000
2023-03-27,2292801-1,EMEA,1050.28,752
2023-03-27,2292801-3,APAC,3843.41,5000
2023-03-27,2292801-3,AMER,4524.3,1000
2023-03-27,2292802-2,EMEA,1155.52,1000
2023-03-27,2292802-2,AMER,3858.17,2000
2023-03-27,2292802-3,EMEA,1397.8,255
2023-03-27,2292860-3,AMER,3253.77,6000
2023-03-27,2292863-3,EMEA,1692.93,1000
2023-03-27,2292864-3,AMER,1462,2000
2023-03-27,2292865-3,AMER,774,1000
2023-03-27,2292906-1,APAC,574.73,550
2023-03-27,2292906-1,EMEA,202.34,200
2023-03-27,2292906-1,AMER,593.49,550
2023-03-27,2292906-2,AMER,2028,2200
2023-03-27,2292937-1,APAC,356.25,375
2023-03-27,2292937-1,AMER,2938.09,2250
2023-03-27,2292937-2,AMER,282.27,375
2023-03-27,2293819-1,AMER,5704.15,800
2023-03-27,2294140-1,APAC,13495.9,8748
2023-03-27,2294140-1,APAC,3098.05,1728
2023-03-27,2294140-2,APAC,73273.25,42984
2023-03-27,2294463-1,APAC,2201.81,150000
2023-03-27,2294463-2,APAC,750.89,54000
2023-03-27,2295763-1,APAC,15958.43,80080
2023-03-27,2295764-1,APAC,4562.81,24780
2023-03-27,2296355-1,APAC,12671.79,264
2023-03-27,2296537-2,APAC,425.15,32000
2023-03-27,2296802-2,AMER,655.06,530
2023-03-27,2296802-4,AMER,46.97,38
2023-03-27,2296869-1,APAC,865.82,58
2023-03-27,2297813-1,AMER,1473.37,66
2023-03-27,2297813-3,EMEA,2524.55,120
2023-03-27,2297813-3,AMER,11826.6,600
2023-03-27,2297907-1,APAC,542.18,1600
2023-03-27,2297911-1,APAC,379.77,1200
2023-03-27,2298002-1,APAC,312.88,15000
2023-03-27,2298136-1,AMER,156.26,25
2023-03-27,2298631-1,APAC,10945.21,11280
2023-03-27,2298671-1,APAC,815.07,4000
2023-03-27,2299123-2,APAC,170.25,48
2023-03-27,2299450-1,APAC,2106.64,5040
2023-03-27,2299962-1,EMEA,44634.34,17341
2023-03-27,2299987-4,APAC,716.54,480
2023-03-27,2299988-1,APAC,558.9,1440
2023-03-27,2301238-1,APAC,10207.07,19008
2023-03-27,2301239-1,APAC,14466.22,27960
2023-03-27,2301241-1,APAC,1112.44,20000
2023-03-27,2301335-1,APAC,22248.69,8000
2023-03-27,2301692-1,AMER,88.24,35
2023-03-27,2301812-2,APAC,200.04,1000
2023-03-27,2302450-1,EMEA,3613.34,60000
2023-03-27,2302452-1,EMEA,593.76,12000
2023-03-27,2302452-2,AMER,332.4,2000
2023-03-27,2302454-1,EMEA,788.68,10000
2023-03-27,2302486-2,AMER,591.25,500
2023-03-27,2302488-2,EMEA,5726.58,1500
2023-03-27,2302491-1,AMER,8795.34,2000
2023-03-27,2302491-3,AMER,456.88,500
2023-03-27,2302493-3,AMER,548.25,500
2023-03-27,2302495-1,AMER,3110.75,500
2023-03-27,2302636-1,APAC,1161.69,8109
2023-03-27,2302639-1,APAC,831.22,6573
2023-03-27,2303272-1,APAC,44.78,500
2023-03-27,2303272-2,AMER,9481.5,42000
2023-03-27,2303288-2,APAC,1472.52,144
2023-03-27,2303344-2,EMEA,4787.22,1584
2023-03-27,2303827-1,EMEA,4.84,2
2023-03-27,2303837-1,EMEA,219.61,100
2023-03-27,2304372-1,APAC,10049.53,22440
2023-03-27,2304643-2,EMEA,361.6,80
2023-03-27,2304643-3,EMEA,2035.58,160
2023-03-27,2304643-4,APAC,10572.76,2440
2023-03-27,2304884-1,APAC,8492.84,25800
2023-03-27,2304887-1,APAC,671.76,1800
2023-03-27,2304926-2,APAC,493.52,38000
2023-03-27,2304927-2,APAC,229.89,20000
2023-03-27,2304928-2,APAC,725.5,27000
2023-03-27,2304928-3,APAC,306.32,18000
2023-03-27,2305232-1,APAC,625.18,12000
2023-03-27,2305236-2,APAC,112.41,3000
2023-03-27,2305974-1,EMEA,1044,10400
2023-03-27,2305987-1,AMER,5839.73,1870
2023-03-27,2306960-1,APAC,12969.53,8370
2023-03-27,2307013-1,APAC,1791.36,8000
2023-03-27,2307072-1,APAC,406.28,216
2023-03-27,2307400-2,AMER,43760.57,4632
2023-03-27,2307642-1,EMEA,970.64,4788
2023-03-27,2307645-1,EMEA,361,3323
2023-03-27,2307646-1,EMEA,94.82,2180
2023-03-27,2307647-1,EMEA,152.6,4788
2023-03-27,2307893-2,EMEA,170.21,60
2023-03-27,2307893-3,EMEA,3177.98,1440
2023-03-27,2309309-3,AMER,28.63,24
2023-03-27,2310344-1,AMER,1586.77,7500
2023-03-27,2310353-1,AMER,532.28,270
2023-03-27,2310356-1,AMER,1623.86,160
2023-03-27,2310357-1,AMER,509.01,60
2023-03-27,2310358-1,AMER,10610.86,8287
2023-03-27,2310359-1,AMER,73604.25,11950
2023-03-27,2311056-1,APAC,4635.14,2700
2023-03-27,2311056-2,APAC,11845.37,6900
2023-03-27,2311082-1,AMER,158.75,84
2023-03-27,2311126-1,APAC,597.12,15000
2023-03-27,2311283-1,APAC,9432.5,5400
2023-03-27,2311283-2,APAC,17392.08,9900
2023-03-27,2311283-3,APAC,4120.12,2400
2023-03-27,2311283-4,APAC,3605.11,2100
2023-03-27,2315361-1,AMER,25179.7,775
2023-03-27,2315573-1,EMEA,6459.62,10750
2023-03-27,2315764-1,EMEA,460.65,1446
2023-03-27,2315764-1,EMEA,291.8,800
2023-03-27,2315768-1,EMEA,56.5,1446
2023-03-27,2315769-1,EMEA,215.21,800
2023-03-27,2315769-1,EMEA,215.21,800
2023-03-27,2315855-4,APAC,4594.84,342
2023-03-27,2315855-6,EMEA,10746.18,315
2023-03-27,2315856-4,APAC,48904.12,1260
2023-03-27,2315856-6,EMEA,3607.11,45
2023-03-27,2315856-6,AMER,1786.6,18
2023-03-27,2315885-1,APAC,204.57,80
2023-03-27,2316757-2,APAC,61.5,400
2023-03-27,2316763-1,APAC,763.66,1680
2023-03-27,2317001-1,APAC,1934.67,3600
2023-03-27,2317303-1,AMER,2260,1000
2023-03-27,2317625-2,APAC,58.22,75
2023-03-27,2317626-1,APAC,7954.76,2625
2023-03-27,2317656-9,AMER,1555.47,100
2023-03-27,2318967-1,APAC,4657.53,1560
2023-03-27,2319023-1,APAC,4578.36,3120
2023-03-27,2319023-1,AMER,2829.48,1200
2023-03-27,2319023-2,EMEA,71353.68,22800
2023-03-27,2319023-2,AMER,1248.92,221
2023-03-27,2320342-1,AMER,2073.46,10000
2023-03-27,2320771-1,APAC,18271.87,1360
2023-03-27,2320771-2,APAC,12360.39,920
2023-03-27,2320913-1,AMER,443.62,400
2023-03-27,2320913-2,AMER,928.92,800
2023-03-27,2320913-3,AMER,490.51,400
2023-03-27,2320913-4,AMER,511.35,400
2023-03-27,2320914-2,AMER,944.44,700
2023-03-27,2320914-3,AMER,495.01,350
2023-03-27,2320914-4,AMER,513.24,350
2023-03-27,2320915-2,AMER,1069.5,700
2023-03-27,2320915-3,AMER,557.54,350
2023-03-27,2320915-4,AMER,575.77,350
2023-03-27,2320916-1,AMER,499.14,300
2023-03-27,2320916-2,AMER,1029.54,600
2023-03-27,2320916-3,AMER,534.3,300
2023-03-27,2320917-1,AMER,465.77,250
2023-03-27,2320917-2,AMER,957.58,500
2023-03-27,2320917-3,AMER,495.07,250
2023-03-27,2320923-1,AMER,1317.72,792
2023-03-27,2320923-2,AMER,1358.98,792
2023-03-27,2320923-3,AMER,705.28,396
2023-03-27,2320924-1,AMER,1274.34,684
2023-03-27,2320924-2,AMER,1309.96,684
2023-03-27,2320924-3,AMER,677.26,342
2023-03-27,2320924-4,AMER,695.07,342
2023-03-27,2320925-3,AMER,590.97,252
2023-03-27,2320925-4,AMER,604.09,252
2023-03-27,2320926-1,AMER,887.24,800
2023-03-27,2320926-2,AMER,928.92,800
2023-03-27,2320926-3,AMER,490.51,400
2023-03-27,2320926-4,AMER,511.35,400
2023-03-27,2320927-1,AMER,907.96,700
2023-03-27,2320927-2,AMER,944.44,700
2023-03-27,2320927-3,AMER,495.01,350
2023-03-27,2320927-4,AMER,513.24,350
2023-03-27,2320928-1,AMER,1033.04,700
2023-03-27,2320928-2,AMER,1069.5,700
2023-03-27,2320928-3,AMER,557.54,350
2023-03-27,2320928-4,AMER,575.77,350
2023-03-27,2320929-2,AMER,1013.91,600
2023-03-27,2320929-3,AMER,534.3,300
2023-03-27,2320930-2,AMER,478.79,250
2023-03-27,2320930-3,AMER,495.07,250
2023-03-27,2320930-4,AMER,508.09,250
2023-03-27,2320935-1,AMER,1317.72,792
2023-03-27,2320935-3,AMER,705.28,396
2023-03-27,2320936-2,AMER,1309.96,684
2023-03-27,2320936-3,AMER,677.26,342
2023-03-27,2320936-4,AMER,695.07,342
2023-03-27,2320937-2,AMER,1149.12,504
2023-03-27,2320937-3,AMER,590.97,252
2023-03-27,2320937-4,AMER,604.09,252
2023-03-27,2321525-1,APAC,453.81,1600
2023-03-27,2321775-1,APAC,1369.94,920
2023-03-27,2322346-1,APAC,2507.9,14000
2023-03-27,2322347-1,APAC,352.81,1170
2023-03-27,2322347-2,APAC,401.71,1170
2023-03-27,2322347-3,APAC,401.71,1170
2023-03-27,2322780-1,APAC,358.27,8
2023-03-27,2322948-1,APAC,1212.93,2400
2023-03-27,2322948-2,APAC,1068.92,2400
2023-03-27,2323768-2,APAC,933,250
2023-03-27,2324808-1,APAC,1241.4,7200
2023-03-27,2324808-2,APAC,6303.18,25200
2023-03-27,2324808-3,APAC,268.7,1200
2023-03-27,2324862-1,APAC,27467.52,1600
2023-03-27,2324862-2,APAC,485.16,25
2023-03-27,2325102-1,EMEA,1135.35,405
2023-03-27,2325102-1,AMER,2128.68,810
2023-03-27,2325102-7,AMER,1064.34,405
2023-03-27,2325103-1,EMEA,803.12,405
2023-03-27,2325103-1,AMER,821.34,405
